term_code,semester,subject,catalog_nbr,class_nbr,class_description,dept_code
3,Fall,SPAN,101,6080,Beginner Spanish,16
3,Fall,SPAN,101,6104,Beginner Spanish,16
3,Fall,SPAN,101,6084,Beginner Spanish,16
3,Fall,SPAN,101,6082,Beginner Spanish,16
3,Fall,SPAN,101,6093,Beginner Spanish,16
3,Fall,BIOS,101,5163,Human Anatomy,21
3,Fall,SPAN,101,6268,Beginner Spanish,16
3,Fall,SPAN,101,6089,Beginner Spanish,16
3,Fall,SPAN,101,6118,Beginner Spanish,16
3,Fall,SPAN,101,14637,Beginner Spanish,16
3,Fall,SPAN,101,6109,Beginner Spanish,16
3,Fall,SPAN,101,6072,Beginner Spanish,16
3,Fall,SPAN,101,6130,Beginner Spanish,16
3,Fall,BIOS,101,5164,Human Anatomy,21
3,Fall,SPAN,101,6267,Beginner Spanish,16
4,Spring,BIOS,101,4974,Human Anatomy,21
4,Spring,PHYS,101,6276,General Physics,22
4,Spring,SPAN,101,5939,Beginner Spanish,16
4,Spring,PHYS,101,6269,General Physics,22
4,Spring,SPAN,101,11049,Beginner Spanish,16
4,Spring,SPAN,101,11053,Beginner Spanish,16
4,Spring,BIOS,101,4978,Human Anatomy,21
4,Spring,SPAN,101,15267,Beginner Spanish,16
4,Spring,SPAN,101,5943,Beginner Spanish,16
4,Spring,SPAN,101,5922,Beginner Spanish,16
4,Spring,SPAN,101,5945,Beginner Spanish,16
4,Spring,SPAN,101,5907,Beginner Spanish,16
4,Spring,SPAN,101,5944,Beginner Spanish,16
4,Spring,PHYS,101,6271,General Physics,22
4,Spring,SPAN,101,5938,Beginner Spanish,16
4,Spring,SPAN,101,11040,Beginner Spanish,16
4,Spring,PHYS,101,10902,General Physics,22
4,Spring,SPAN,101,12879,Beginner Spanish,16
4,Spring,SPAN,101,11046,Beginner Spanish,16
4,Spring,BIOS,101,4980,Human Anatomy,21
4,Spring,SPAN,101,5947,Beginner Spanish,16
4,Spring,SPAN,101,5915,Beginner Spanish,16
4,Spring,SPAN,101,11045,Beginner Spanish,16
4,Spring,SPAN,101,5952,Beginner Spanish,16
4,Spring,BIOS,101,5143,Human Anatomy,21
4,Spring,SPAN,101,5954,Beginner Spanish,16
4,Spring,SPAN,101,13388,Beginner Spanish,16
4,Spring,PHYS,101,15415,General Physics,22
4,Spring,SPAN,101,15266,Beginner Spanish,16
4,Spring,PHYS,101,14779,General Physics,22
4,Spring,SPAN,101,5940,Beginner Spanish,16
4,Spring,SPAN,101,5909,Beginner Spanish,16
4,Spring,BIOS,101,5125,Human Anatomy,21
4,Spring,SPAN,101,5900,Beginner Spanish,16
4,Spring,SPAN,101,11041,Beginner Spanish,16
4,Spring,SPAN,101,5901,Beginner Spanish,16
4,Spring,SPAN,101,5941,Beginner Spanish,16
4,Spring,SPAN,101,5932,Beginner Spanish,16
4,Spring,PHYS,101,10914,General Physics,22
4,Spring,BIOS,101,5091,Human Anatomy,21
4,Spring,SPAN,101,14959,Beginner Spanish,16
4,Spring,SPAN,101,11043,Beginner Spanish,16
4,Spring,SPAN,101,5931,Beginner Spanish,16
4,Spring,PHYS,101,15282,General Physics,22
4,Spring,SPAN,101,15268,Beginner Spanish,16
4,Spring,BIOS,101,5092,Human Anatomy,21
4,Spring,PHYS,101,15171,General Physics,22
4,Spring,SPAN,101,5950,Beginner Spanish,16
4,Spring,BIOS,101,4979,Human Anatomy,21
4,Spring,SPAN,101,5902,Beginner Spanish,16
4,Spring,PHYS,101,10915,General Physics,22
4,Spring,SPAN,101,12878,Beginner Spanish,16
4,Spring,SPAN,101,5911,Beginner Spanish,16
4,Spring,PHYS,101,15283,General Physics,22
4,Spring,BIOS,101,4975,Human Anatomy,21
4,Spring,SPAN,101,5933,Beginner Spanish,16
4,Spring,SPAN,101,5949,Beginner Spanish,16
4,Spring,SPAN,101,6057,Beginner Spanish,16
4,Spring,SPAN,101,11038,Beginner Spanish,16
4,Spring,SPAN,101,11051,Beginner Spanish,16
4,Spring,SPAN,101,5918,Beginner Spanish,16
4,Spring,SPAN,101,5948,Beginner Spanish,16
4,Spring,BIOS,101,4981,Human Anatomy,21
4,Spring,SPAN,101,15265,Beginner Spanish,16
4,Spring,PHYS,101,13531,General Physics,22
4,Spring,SPAN,101,5899,Beginner Spanish,16
4,Spring,SPAN,101,5936,Beginner Spanish,16
4,Spring,PHYS,101,12356,General Physics,22
4,Spring,PHYS,101,10918,General Physics,22
4,Spring,SPAN,101,5923,Beginner Spanish,16
4,Spring,SPAN,101,14728,Beginner Spanish,16
4,Spring,SPAN,101,5953,Beginner Spanish,16
4,Spring,SPAN,101,11052,Beginner Spanish,16
4,Spring,BIOS,101,4977,Human Anatomy,21
4,Spring,BIOS,101,5144,Human Anatomy,21
4,Spring,BIOS,101,4976,Human Anatomy,21
4,Spring,SPAN,101,5906,Beginner Spanish,16
4,Spring,BIOS,101,5126,Human Anatomy,21
4,Spring,PHYS,101,6272,General Physics,22
4,Spring,SPAN,101,5916,Beginner Spanish,16
4,Spring,SPAN,101,5946,Beginner Spanish,16
4,Spring,SPAN,101,5908,Beginner Spanish,16
4,Spring,SPAN,101,5903,Beginner Spanish,16
4,Spring,SPAN,101,5917,Beginner Spanish,16
4,Spring,SPAN,101,5935,Beginner Spanish,16
4,Spring,SPAN,101,11047,Beginner Spanish,16
4,Spring,SPAN,101,11039,Beginner Spanish,16
4,Spring,PHYS,101,6268,General Physics,22
4,Spring,SPAN,101,5930,Beginner Spanish,16
4,Spring,SPAN,101,5951,Beginner Spanish,16
4,Spring,PHYS,101,15284,General Physics,22
4,Spring,SPAN,101,5910,Beginner Spanish,16
4,Spring,SPAN,101,13387,Beginner Spanish,16
4,Spring,SPAN,101,5929,Beginner Spanish,16
4,Spring,PHYS,101,6274,General Physics,22
4,Spring,SPAN,101,5934,Beginner Spanish,16
4,Spring,PHYS,101,13530,General Physics,22
4,Spring,SPAN,101,5937,Beginner Spanish,16
4,Spring,PHYS,101,6273,General Physics,22
4,Spring,PHYS,101,6267,General Physics,22
4,Spring,PHYS,101,14776,General Physics,22
4,Spring,SPAN,101,5925,Beginner Spanish,16
4,Spring,SPAN,101,5913,Beginner Spanish,16
5,Fall,PHYS,101,7881,General Physics,22
5,Fall,BIOS,101,6717,Human Anatomy,21
5,Fall,SPAN,101,7526,Beginner Spanish,16
5,Fall,SPAN,101,7549,Beginner Spanish,16
5,Fall,BIOS,101,6623,Human Anatomy,21
5,Fall,BIOS,101,6716,Human Anatomy,21
5,Fall,SPAN,101,7559,Beginner Spanish,16
5,Fall,SPAN,101,15078,Beginner Spanish,16
5,Fall,SPAN,101,15076,Beginner Spanish,16
5,Fall,SPAN,101,14196,Beginner Spanish,16
5,Fall,BIOS,101,6724,Human Anatomy,21
5,Fall,BIOS,101,6725,Human Anatomy,21
5,Fall,PHYS,101,15142,General Physics,22
5,Fall,PHYS,101,15143,General Physics,22
5,Fall,BIOS,101,6619,Human Anatomy,21
5,Fall,SPAN,101,7542,Beginner Spanish,16
5,Fall,SPAN,101,7536,Beginner Spanish,16
5,Fall,SPAN,101,10534,Beginner Spanish,16
5,Fall,SPAN,101,15079,Beginner Spanish,16
5,Fall,SPAN,101,7528,Beginner Spanish,16
5,Fall,SPAN,101,10537,Beginner Spanish,16
5,Fall,SPAN,101,7538,Beginner Spanish,16
5,Fall,SPAN,101,7560,Beginner Spanish,16
5,Fall,SPAN,101,7523,Beginner Spanish,16
5,Fall,PHYS,101,7882,General Physics,22
5,Fall,SPAN,101,10532,Beginner Spanish,16
5,Fall,SPAN,101,7531,Beginner Spanish,16
5,Fall,SPAN,101,10544,Beginner Spanish,16
5,Fall,SPAN,101,14197,Beginner Spanish,16
5,Fall,PHYS,101,15323,General Physics,22
5,Fall,PHYS,101,7883,General Physics,22
5,Fall,BIOS,101,6616,Human Anatomy,21
5,Fall,SPAN,101,7524,Beginner Spanish,16
5,Fall,SPAN,101,7566,Beginner Spanish,16
5,Fall,BIOS,101,6620,Human Anatomy,21
5,Fall,SPAN,101,7546,Beginner Spanish,16
5,Fall,SPAN,101,7520,Beginner Spanish,16
5,Fall,SPAN,101,10540,Beginner Spanish,16
5,Fall,PHYS,101,15466,General Physics,22
5,Fall,BIOS,101,6622,Human Anatomy,21
5,Fall,BIOS,101,6715,Human Anatomy,21
5,Fall,SPAN,101,7558,Beginner Spanish,16
5,Fall,BIOS,101,6618,Human Anatomy,21
5,Fall,SPAN,101,7530,Beginner Spanish,16
5,Fall,PHYS,101,12600,General Physics,22
5,Fall,BIOS,101,6617,Human Anatomy,21
5,Fall,PHYS,101,14227,General Physics,22
5,Fall,SPAN,101,10539,Beginner Spanish,16
5,Fall,SPAN,101,10542,Beginner Spanish,16
5,Fall,SPAN,101,10541,Beginner Spanish,16
5,Fall,PHYS,101,7876,General Physics,22
5,Fall,SPAN,101,7540,Beginner Spanish,16
5,Fall,SPAN,101,7541,Beginner Spanish,16
5,Fall,SPAN,101,7522,Beginner Spanish,16
5,Fall,BIOS,101,6615,Human Anatomy,21
5,Fall,SPAN,101,10535,Beginner Spanish,16
6,Spring,BIOS,101,4812,Human Anatomy,21
6,Spring,SPAN,101,5611,Beginner Spanish,16
6,Spring,PHYS,101,9611,General Physics,22
6,Spring,BIOS,101,4647,Human Anatomy,21
6,Spring,PHYS,101,5805,General Physics,22
6,Spring,SPAN,101,5532,Beginner Spanish,16
6,Spring,PHYS,101,5943,General Physics,22
6,Spring,SPAN,101,5664,Beginner Spanish,16
6,Spring,BIOS,101,4761,Human Anatomy,21
6,Spring,SPAN,101,5620,Beginner Spanish,16
6,Spring,PHYS,101,5809,General Physics,22
6,Spring,SPAN,101,5521,Beginner Spanish,16
6,Spring,BIOS,101,9460,Human Anatomy,21
6,Spring,SPAN,101,5496,Beginner Spanish,16
6,Spring,SPAN,101,5536,Beginner Spanish,16
6,Spring,SPAN,101,5518,Beginner Spanish,16
6,Spring,SPAN,101,5609,Beginner Spanish,16
6,Spring,SPAN,101,5533,Beginner Spanish,16
6,Spring,SPAN,101,5538,Beginner Spanish,16
6,Spring,BIOS,101,4649,Human Anatomy,21
6,Spring,SPAN,101,5520,Beginner Spanish,16
6,Spring,SPAN,101,5537,Beginner Spanish,16
6,Spring,SPAN,101,5512,Beginner Spanish,16
6,Spring,SPAN,101,5523,Beginner Spanish,16
6,Spring,SPAN,101,5498,Beginner Spanish,16
6,Spring,SPAN,101,5497,Beginner Spanish,16
6,Spring,SPAN,101,5539,Beginner Spanish,16
6,Spring,SPAN,101,5516,Beginner Spanish,16
6,Spring,SPAN,101,11093,Beginner Spanish,16
6,Spring,SPAN,101,5614,Beginner Spanish,16
6,Spring,SPAN,101,5610,Beginner Spanish,16
6,Spring,SPAN,101,5535,Beginner Spanish,16
6,Spring,SPAN,101,5534,Beginner Spanish,16
6,Spring,SPAN,101,5531,Beginner Spanish,16
6,Spring,SPAN,101,5528,Beginner Spanish,16
6,Spring,PHYS,101,11685,General Physics,22
6,Spring,BIOS,101,4762,Human Anatomy,21
6,Spring,SPAN,101,5504,Beginner Spanish,16
6,Spring,SPAN,101,5510,Beginner Spanish,16
6,Spring,SPAN,101,5505,Beginner Spanish,16
6,Spring,PHYS,101,14983,General Physics,22
6,Spring,SPAN,101,5509,Beginner Spanish,16
5,Fall,PHYS,101,7886,General Physics,22
5,Fall,PHYS,101,7975,General Physics,22
5,Fall,BIOS,101,6720,Human Anatomy,21
5,Fall,BIOS,101,6718,Human Anatomy,21
5,Fall,PHYS,101,7974,General Physics,22
5,Fall,PHYS,101,14226,General Physics,22
5,Fall,SPAN,101,7548,Beginner Spanish,16
5,Fall,SPAN,101,7539,Beginner Spanish,16
5,Fall,SPAN,101,7543,Beginner Spanish,16
5,Fall,SPAN,101,7553,Beginner Spanish,16
5,Fall,SPAN,101,7519,Beginner Spanish,16
5,Fall,SPAN,101,7518,Beginner Spanish,16
5,Fall,SPAN,101,15077,Beginner Spanish,16
5,Fall,SPAN,101,7552,Beginner Spanish,16
5,Fall,PHYS,101,7987,General Physics,22
5,Fall,PHYS,101,7878,General Physics,22
5,Fall,BIOS,101,6722,Human Anatomy,21
5,Fall,SPAN,101,12560,Beginner Spanish,16
5,Fall,SPAN,101,7517,Beginner Spanish,16
5,Fall,SPAN,101,7512,Beginner Spanish,16
5,Fall,SPAN,101,15353,Beginner Spanish,16
5,Fall,PHYS,101,14909,General Physics,22
5,Fall,SPAN,101,7511,Beginner Spanish,16
5,Fall,SPAN,101,7516,Beginner Spanish,16
5,Fall,PHYS,101,7877,General Physics,22
5,Fall,PHYS,101,7884,General Physics,22
5,Fall,SPAN,101,7533,Beginner Spanish,16
5,Fall,SPAN,101,10545,Beginner Spanish,16
5,Fall,BIOS,101,6719,Human Anatomy,21
5,Fall,PHYS,101,7985,General Physics,22
5,Fall,SPAN,101,14195,Beginner Spanish,16
5,Fall,SPAN,101,7537,Beginner Spanish,16
5,Fall,SPAN,101,7547,Beginner Spanish,16
5,Fall,SPAN,101,7545,Beginner Spanish,16
5,Fall,PHYS,101,7875,General Physics,22
5,Fall,SPAN,101,7667,Beginner Spanish,16
5,Fall,SPAN,101,10538,Beginner Spanish,16
5,Fall,BIOS,101,6723,Human Anatomy,21
5,Fall,SPAN,101,7554,Beginner Spanish,16
5,Fall,SPAN,101,10536,Beginner Spanish,16
5,Fall,SPAN,101,7514,Beginner Spanish,16
5,Fall,SPAN,101,7544,Beginner Spanish,16
5,Fall,SPAN,101,7521,Beginner Spanish,16
5,Fall,BIOS,101,6721,Human Anatomy,21
5,Fall,SPAN,101,7515,Beginner Spanish,16
5,Fall,SPAN,101,7529,Beginner Spanish,16
5,Fall,PHYS,101,7873,General Physics,22
5,Fall,SPAN,101,7532,Beginner Spanish,16
5,Fall,BIOS,101,6621,Human Anatomy,21
5,Fall,PHYS,101,7888,General Physics,22
5,Fall,SPAN,101,7525,Beginner Spanish,16
5,Fall,PHYS,101,7887,General Physics,22
5,Fall,PHYS,101,7879,General Physics,22
5,Fall,BIOS,101,6624,Human Anatomy,21
5,Fall,SPAN,101,14786,Beginner Spanish,16
5,Fall,SPAN,101,7513,Beginner Spanish,16
5,Fall,PHYS,101,7880,General Physics,22
5,Fall,SPAN,101,14785,Beginner Spanish,16
6,Spring,SPAN,101,5529,Beginner Spanish,16
6,Spring,SPAN,101,5612,Beginner Spanish,16
6,Spring,SPAN,101,5499,Beginner Spanish,16
6,Spring,SPAN,101,11958,Beginner Spanish,16
6,Spring,BIOS,101,4813,Human Anatomy,21
6,Spring,BIOS,101,4645,Human Anatomy,21
6,Spring,PHYS,101,5808,General Physics,22
6,Spring,BIOS,101,4652,Human Anatomy,21
6,Spring,SPAN,101,5503,Beginner Spanish,16
6,Spring,SPAN,101,5511,Beginner Spanish,16
6,Spring,PHYS,101,5810,General Physics,22
6,Spring,PHYS,101,9612,General Physics,22
6,Spring,SPAN,101,5502,Beginner Spanish,16
6,Spring,SPAN,101,5527,Beginner Spanish,16
6,Spring,PHYS,101,5806,General Physics,22
6,Spring,BIOS,101,4651,Human Anatomy,21
6,Spring,SPAN,101,5515,Beginner Spanish,16
6,Spring,PHYS,101,5944,General Physics,22
6,Spring,PHYS,101,5807,General Physics,22
6,Spring,PHYS,101,5945,General Physics,22
6,Spring,BIOS,101,4795,Human Anatomy,21
6,Spring,BIOS,101,4648,Human Anatomy,21
6,Spring,SPAN,101,5530,Beginner Spanish,16
6,Spring,SPAN,101,5615,Beginner Spanish,16
6,Spring,SPAN,101,5501,Beginner Spanish,16
6,Spring,BIOS,101,4646,Human Anatomy,21
6,Spring,SPAN,101,5616,Beginner Spanish,16
6,Spring,SPAN,101,5526,Beginner Spanish,16
6,Spring,SPAN,101,5519,Beginner Spanish,16
6,Spring,SPAN,101,5500,Beginner Spanish,16
6,Spring,SPAN,101,5508,Beginner Spanish,16
6,Spring,SPAN,101,11959,Beginner Spanish,16
6,Spring,SPAN,101,5522,Beginner Spanish,16
6,Spring,SPAN,101,5617,Beginner Spanish,16
6,Spring,BIOS,101,4796,Human Anatomy,21
6,Spring,SPAN,101,5507,Beginner Spanish,16
6,Spring,SPAN,101,5513,Beginner Spanish,16
6,Spring,SPAN,101,14107,Beginner Spanish,16
6,Spring,SPAN,101,5514,Beginner Spanish,16
6,Spring,SPAN,101,5599,Beginner Spanish,16
6,Spring,SPAN,101,14553,Beginner Spanish,16
6,Spring,SPAN,101,5517,Beginner Spanish,16
6,Spring,SPAN,101,14391,Beginner Spanish,16
6,Spring,SPAN,101,5613,Beginner Spanish,16
6,Spring,SPAN,101,5618,Beginner Spanish,16
