acad_plan,acad_plan_desc,acad_career,degree,college,dept_code,acad_plan_type,eff_status
ND5192,Interdisciplinary Arts,GRAD,,FAR,55,MAJ,I
ND5226,Modern Language,GRAD,,A&S,16,MAJ,I
ND5307,Mass Comm-Media Arts & Studies,GRAD,,COM,31,MAJ,A
ND5328,Communication Tech & Policy,GRAD,,COM,70,MAJ,I
ND5330,COMS-Comm. Theory & Process,GRAD,,COM,29,MAJ,I
ND6134,Executive MBA Program,GRAD,,COB,25,MAJ,I
ND6146,Professional MBA Program,GRAD,,COB,25,MAJ,I
ND6245,Math Education,GRAD,,EHS,34,MAJ,A
ND6248,Early Chldspec,GRAD,,EHS,34,MAJ,I
ND6249,Special Ed/Non Certification,GRAD,,EHS,34,MAJ,A
BC8857,TCOM-Audio/Post Production,UGRD,BSC,COM,31,MAJ,I
BF1011,Dual Emphasis,UGRD,BFA,FAR,0,MAJ,I
BF5051,Studio Art,UGRD,BFA,FAR,53,MAJ,A
BF5118,Studio Arts,UGRD,BFA,FAR,53,MAJ,I
BF5127,Ceramics,UGRD,BFA,FAR,53,MAJ,I
BF5162,Production Design,UGRD,BFA,FAR,50,MAJ,A
BF5166,Theater Arts/Drama-Dramaturgy,UGRD,BFA,FAR,50,MAJ,I
BF8596,Theater,UGRD,BFA,FAR,50,MAJ,I
BF8626,Theater Comp,UGRD,BFA,FAR,50,MAJ,I
BF8637,Theater,UGRD,BFA,FAR,,MAJ,I
BF8724,Children'S Theater,UGRD,BFA,FAR,50,MAJ,I
ND6299,School Rehabilitation,GRAD,,EHS,35,MAJ,I
ND6318,Moderate-Intensive/Early Child,GRAD,,EHS,34,MAJ,I
ND6320,Mild-Moderate/Early Child,GRAD,,EHS,34,MAJ,I
ND6401,Home Economics,GRAD,,HSP,36,MAJ,I
ND6460,Child Development & Fam Life,GRAD,,HSP,80,MAJ,I
ND6836,Long Term Hlth Care Admin,GRAD,,HSP,80,MAJ,I
ND6847,Elementary Education,GRAD,,EHS,34,MAJ,I
ND6856,Science Education,GRAD,,EHS,34,MAJ,A
ND6862,AYA Earth/Space Science,GRAD,,EHS,34,MAJ,I
ND6990,HSP-Undecided Grd,GRAD,,GRAD,0,MAJ,A
BG1102,General Studies,UGRD,BGS,UNC,58,MAJ,I
BJ6932,Journalism Advertising,UGRD,BSJ,COM,30,MAJ,A
BJ8866,Journalism Advertising Mgt,UGRD,BSJ,COM,30,MAJ,I
BM5101,Voice,UGRD,BMUS,FAR,51,MAJ,A
BM5102,Organ,UGRD,BMUS,FAR,51,MAJ,A
BM5107,Music Edu Instrumental Emph,UGRD,BMUS,FAR,51,MAJ,A
BM5115,Music Therapy,UGRD,BMUS,FAR,51,MAJ,A
BS1901,Environmental & Plant Biology,UGRD,BSEPB,A&S,5,MAJ,A
BS1919,"Hearing, Speech, Language Sci",UGRD,BSHSLS,HSP,28,MAJ,A
ND7255,Industrial & Systems Engineer,GRAD,,ENT,46,MAJ,A
ND8112,Sports Administration,GRAD,,COB,84,MAJ,A
ND8131,Athletic Administration,GRAD,,COB,84,MAJ,I
ND8143,Athletic Administration,GRAD,,HSP,84,MAJ,I
ND8166,Grad African Hum Studies Cert,GRAD,,INST,3,MAJ,A
ND8870,Integrated Engineering,GRAD,,ENT,45,MAJ,A
ND9921,Comp Assist Lang Learning,GRAD,,A&S,13,MAJ,A
ND9985,GIS: Geospat Analysis & Prog,GRAD,,A&S,9,MAJ,A
ND9993,Engineering Management,GRAD,,ENT,46,MAJ,A
BS2120,Environmental & Plant Bio,UGRD,BS,A&S,5,MAJ,A
BS2125,Biological Sci-Neurobiology,UGRD,BS,A&S,21,MAJ,I
BS2126,"Bios-Marine,Freshwater,&Enviro",UGRD,BS,A&S,21,MAJ,A
BS2136,Zool Medical Technology,UGRD,BS,A&S,21,MAJ,I
BS2522,Bios Wildlife and Conservation,UGRD,BS,A&S,21,MAJ,A
BS3308,Industrial Hygiene,UGRD,BS,HSP,39,MAJ,I
BS3310,Forensic Chemistry,UGRD,BS,A&S,6,MAJ,A
BS3313,Chem Pre-Pharmacy,UGRD,BS,A&S,6,MAJ,A
PH2132,Zoology,GRAD,PHD,A&S,21,MAJ,I
PH2521,Bios Plant Biology,GRAD,PHD,A&S,5,MAJ,I
PH3101,Mathematics,GRAD,PHD,A&S,15,MAJ,A
PH4106,Indust/Organiz Psychology,GRAD,PHD,A&S,18,MAJ,A
PH5191,Comparative Art,GRAD,PHD,FAR,55,MAJ,I
PH5192,Interdisciplinary Arts,GRAD,PHD,FAR,55,MAJ,A
PH5307,Mass Comm-Media Arts & Studies,GRAD,PHD,COM,31,MAJ,A
PH5324,Speech-Language Science,GRAD,PHD,HSP,79,MAJ,A
PH5337,COMS--Comm. Comprehensive,GRAD,PHD,COM,29,MAJ,I
PH6943,Indiv Program of Study-FAR,GRAD,PHD,FAR,0,MAJ,I
PH6946,Molecular and Cellular Biology,GRAD,PHD,A&S,6,MAJ,A
PH7251,Chemical Engineering,GRAD,PHD,ENT,42,MAJ,A
PH8544,Family Living,GRAD,PHD,HSP,36,MAJ,I
PH8759,INCO-Rhetoric & Public Address,GRAD,PHD,COM,29,MAJ,I
BS6178,Middle Child Lang/Soc Stu,UGRD,BSED,EHS,34,MAJ,A
BS6200,Comprehensive Business Edu,UGRD,BSED,EHS,34,MAJ,I
BS6201,Art Education,UGRD,BSED,EHS,34,MAJ,I
BS6203,English,UGRD,BSED,EHS,34,MAJ,I
BS6288,General Speech-INCO Emphasis,UGRD,BSED,EHS,34,MAJ,I
ME6222,Microcomputers in Education,GRAD,MED,EHS,74,MAJ,I
ME6226,Cultural Studies,GRAD,MED,EHS,74,MAJ,A
ME6247,Severe Behavioral Handicapped,GRAD,MED,EHS,34,MAJ,I
ME6397,Physical Science - Chemistry,GRAD,MED,EHS,34,MAJ,A
ME6503,Media Design/Dev/Prod,GRAD,MED,EHS,34,MAJ,I
ME6841,Reading Education,GRAD,MED,EHS,34,MAJ,A
ME6843,Secondary School Supervision,GRAD,MED,EHS,34,MAJ,I
ME6861,AYA Life Science,GRAD,MED,EHS,34,MAJ,A
ME6862,AYA Earth/Space Science,GRAD,MED,EHS,34,MAJ,A
ME6863,French Education,GRAD,MED,EHS,34,MAJ,I
BS6357,Integrated Healthcare Studies,UGRD,BSIHS,HSP,90,MAJ,A
BS6360,Applied Nutrition,UGRD,BSHCS,HSP,81,MAJ,A
BS6380,Retail Merch & Fash Prod Dev,UGRD,BSHCS,EHS,83,MAJ,A
BS6395,Physical Science - Phys & Chem,UGRD,BSED,EHS,34,MAJ,A
BS6414,Fashion Retail Merchandising,UGRD,BS,HSP,36,MAJ,I
BS6472,Nutrition,UGRD,BSFNS,HSP,81,MAJ,A
BS6500,Education Media Certification,UGRD,BSED,EHS,34,MAJ,I
BS6605,Social Work,UGRD,BSW,HSP,19,MAJ,A
BS6837,Health Education,UGRD,BSH,HSP,80,MAJ,I
BS6852,Math/Science,UGRD,BSED,EHS,34,MAJ,I
AA8898,Child Development,UGRD,AAS,HSP,36,MAJ,I
BA1915,Spanish,UGRD,AB-SPAN,A&S,16,MAJ,A
BA2135,Zool Marine Biology,UGRD,AB,A&S,21,MAJ,I
BA2137,Zool Nutrition,UGRD,AB,A&S,21,MAJ,I
BA2138,Zool Pre-Dentistry,UGRD,AB,A&S,21,MAJ,I
BA2143,Zool Pre-Physical Therapy,UGRD,AB,A&S,21,MAJ,I
BA2511,Zool Animal Behavior,UGRD,AB,A&S,21,MAJ,I
BS6854,Early Childhood,UGRD,BSED,EHS,34,MAJ,A
BS6952,Photo Communication,UGRD,BSVC,COM,53,MAJ,I
BS7251,Chemical Engineering,UGRD,BSCHE,ENT,42,MAJ,A
BS7258,Aviation,UGRD,BSA,ENT,41,MAJ,A
BS7274,Energy Engineering,UGRD,BSENENG,ENT,48,MAJ,A
BS8102,P E Elementary,UGRD,BSPE,HSP,39,MAJ,I
BS8103,P E Secondary,UGRD,BSPE,HSP,39,MAJ,I
BS8116,Physical Therapy,UGRD,BSPT,HSP,79,MAJ,I
BS8208,Physical Education Elem-Sec,UGRD,BSED,EHS,34,MAJ,I
BS8502,Sport Sciences General,UGRD,BSPE,HSP,39,MAJ,I
BS8881,Recreation Management,UGRD,BSRS,EHS,82,MAJ,I
BA2512,Zool Analysis,UGRD,AB,A&S,21,MAJ,I
BA2514,Bios Marine Biology,UGRD,BA,A&S,21,MAJ,I
BA3336,Phys Pre-Meteorology,UGRD,AB,A&S,22,MAJ,I
BA4205,International Studies,UGRD,AB,INST,3,MAJ,I
BA4234,Geog Urban Regional Planning,UGRD,BA,A&S,9,MAJ,I
BA4253,Soc Criminology,UGRD,BA,A&S,20,MAJ,A
BA5193,Art,UGRD,BA,FAR,53,MAJ,A
BB6125,Finance,UGRD,BBA,COB,24,MAJ,A
BB6128,Quantitative Business Analys.,UGRD,BBA,COB,25,MAJ,I
BS8884,Campus Recreation,UGRD,BSRS,HSP,39,MAJ,I
BS8899,Sport Management,UGRD,BSSPS,COB,84,MAJ,I
CNEEAN,Anthropology for Elem Ed,UGRD,,,,CON,A
CNEEAR,Art for Elementary Education,UGRD,,,,CON,A
CNEEIL,Italian for Elem Education,UGRD,,,,CON,A
CNEESN,Spanish for Elem Education,UGRD,,,,CON,A
ND0407,Undecided Sciences-A&S,UGRD,,A&S,0,MAJ,A
ND0408,Undecided Social Sciences-A&S,UGRD,,A&S,0,MAJ,A
ND0612,Pre-Business,UGRD,,UNC,58,MAJ,I
ND0910,Undecided Engineering,UGRD,,ENT,0,MAJ,A
ND1111,Assoc in Arts-Social Science,UGRD,,UNC,58,MAJ,I
ND1202,Special Student,UGRD,,UNC,58,MAJ,A
ND1220,Pre-Nursing,UGRD,,HSP,32,MAJ,A
ND3313,Chem Pre-Pharmacy,UGRD,,A&S,6,MAJ,I
ND5117,Music: Pre-Major,UGRD,,FAR,51,MAJ,A
BB6131,Comp Systems in Business,UGRD,BBA,COB,25,MAJ,I
BB8528,Business Administration,UGRD,BBA,COB,25,MAJ,I
BB8569,Pers. & Industrial Relations,UGRD,BBA,COB,25,MAJ,I
BB8770,Sm Business Entrepreneurship,UGRD,BBA,COB,25,MAJ,I
BB8800,Marketing & General Business,UGRD,BBA,COB,27,MAJ,I
BC5352,Audio-Media Production,UGRD,BSC,COM,31,MAJ,I
BC5353,Audio-Music Production,UGRD,BSC,COM,31,MAJ,A
BC5359,COMS-Health Communication,UGRD,BSC,COM,29,MAJ,I
BC5370,MDIA - Games and Animation,UGRD,BSC,COM,31,MAJ,A
BA5222,German,UGRD,BA,A&S,16,MAJ,A
ND5152,Dance: Pre-Major,UGRD,,FAR,52,MAJ,I
ND6900,Visual Com-FAR,UGRD,,FAR,53,MAJ,I
ND8126,Athletic Training/Com Hlth Srv,UGRD,,HSP,81,MAJ,I
ND8834,Pre Early Childhood,UGRD,,EHS,34,MAJ,I
ND8839,Pre Exercise Physiology,UGRD,,HSP,81,MAJ,A
ND9910,Associate Special,UGRD,,UNC,58,MAJ,I
ND9912,A&S-Nondegree,UGRD,,A&S,0,MAJ,A
ND9916,ENT-Nondegree,UGRD,,ENT,0,MAJ,A
ND9952,Quarter Only,UGRD,,UNC,58,MAJ,I
ND9956,High School Option B,UGRD,,UNC,58,MAJ,A
ND9958,High School Summer Only,UGRD,,UNC,58,MAJ,A
ND9960,High School Scholar,UGRD,,UNC,58,MAJ,A
ND9962,Special Advising Status,UGRD,,UNC,58,MAJ,A
NDAPSC,APSC-Nondegree for Minors,UGRD,NONDEGRE,REG,,MAJ,A
NDUNC,UNC-Nondegree for Minors,UGRD,NONDEGRE,UNC,0,MAJ,A
BA5341,COMS-Legal Communication,UGRD,BA,COM,29,MAJ,I
BA6293,Textiles and Clothing,UGRD,AB,HSP,36,MAJ,I
BA8525,Architecture,UGRD,BAARCH,REG,,MAJ,I
BA8912,Inst/Latin America,UGRD,BA,INST,3,MAJ,I
BB1926,Business Administration,UGRD,BBA,COB,25,MAJ,A
BB6122,General Business,UGRD,BBA,COB,25,MAJ,A
ENDDED,Endorsement in Driver Ed,UGRD,,,,END,I
OR6321,Graphic Design,UGRD,,,,MIN,I
OR6453,Diet & Community Nutrition,UGRD,,HSP,36,MIN,I
ORBASB,Basic Business,UGRD,,,,MIN,I
ORCART,Comparative Arts,UGRD,,FAR,,MIN,I
OREDUC,Education,UGRD,,,,MIN,I
ORHECO,Home Economics,UGRD,,,,MIN,I
ORINCO,Interpersonal Communication,UGRD,,COM,,MIN,I
ORSSCI,Social Science Science,UGRD,,,,MIN,I
ORTELC,Telecommunications,UGRD,,COM,,MIN,I
SF6500,Education Media Certification,UGRD,,EHS,34,SEC,I
SFSECH,Chemistry,UGRD,,,,SEC,I
VALAPE,Adapted Physical Education,UGRD,,,,VAL,I
VALMID,Middle School,UGRD,,,,VAL,I
BS8698,Civil Engineering,UGRD,BSCHE,ENT,,MAJ,I
OR6380,Retail Merch & Fash Prod Dev,UGRD,,EHS,83,MIN,A
CTSPNU,Sports Nutrition,UGRD,,HSP,81,CRT,A
CTSCMU,Supply Chain Management,UGRD,,COB,25,CRT,A
AA5006,Business Mgt Tech,UGRD,AAB,RHE,59,MAJ,A
AA5016,Travel & Tourism Management,UGRD,AAS,RHE,59,MAJ,A
AA5018,Environmental Engineering Tech,UGRD,AAS,RHE,60,MAJ,A
AA5019,Medical Assisting Technology,UGRD,AAS,RHE,60,MAJ,A
AA5803,Deaf Studies and Interpreting,UGRD,AAS,RHE,60,MAJ,I
AA5804,Hazard Materials Technology,UGRD,AAS,RHE,60,MAJ,I
AA5806,Business Mgt Tech,UGRD,AAB,RHE,59,MAJ,I
AA8602,Industrial Technology,UGRD,AAS,RHE,60,MAJ,I
AA8638,Medical Secretarial Tech,UGRD,AAB,RHE,,MAJ,I
MA5227,French,GRAD,MA,A&S,16,MAJ,A
MA5229,Spanish,GRAD,MA,A&S,16,MAJ,A
MA5241,Philosophy,GRAD,MA,A&S,17,MAJ,A
BS8529,Business Ed. Comp.,UGRD,BSED,EHS,34,MAJ,I
BS8571,Physical Education & Health,UGRD,BSED,HSP,39,MAJ,I
BS8581,Prep. Environmental Geography,UGRD,BS,A&S,9,MAJ,I
BS8625,School Nurse,UGRD,BSH,HSP,32,MAJ,I
BS8627,Modern Languages,UGRD,BSED,EHS,34,MAJ,I
BS8641,Comprehensive Science,UGRD,BSED,EHS,,MAJ,I
BS8645,Athletic Training/Com Hlth Srv,UGRD,BSH,HSP,39,MAJ,I
BS8659,Child Development,UGRD,BSHEC,HSP,,MAJ,I
BS8661,Home Economics Education,UGRD,BSHEC,HSP,,MAJ,I
BS8673,Interior Design,UGRD,BSHEC,EHS,34,MAJ,I
MA5316,Speech-Language Pathology,GRAD,MAHSLS,HSP,79,MAJ,I
MA5344,Interpersonal Communication,GRAD,MA,COM,29,MAJ,I
MA8611,Music Administration,GRAD,MA,FAR,51,MAJ,I
MA8650,School Administration,GRAD,MA,EHS,,MAJ,I
MA8704,American History,GRAD,MA,A&S,,MAJ,I
MA8759,INCO-Rhetoric & Public Address,GRAD,MA,COM,29,MAJ,I
MA8841,Speech Pathology,GRAD,MAHSLS,HSP,28,MAJ,I
BS8708,Fash Ret Mer,UGRD,BSHCS,HSP,36,MAJ,I
BS8709,Dietetics/Community Nutrition,UGRD,BSHCS,HSP,36,MAJ,I
BS8728,English Education,UGRD,BSED,EHS,34,MAJ,I
BS8777,African-American Studies,UGRD,BSAAS,A&S,4,MAJ,I
BS8778,Black Studies,UGRD,BS,A&S,4,MAJ,I
BS8780,Elem. Educ/Early Childhood,UGRD,BSED,EHS,34,MAJ,I
BS8786,Phys Sci Comp W/ Chemistry Emp,UGRD,BSED,EHS,34,MAJ,I
BS8792,Hearing & Speech,UGRD,BSHSS,HSP,28,MAJ,I
MB8617,Quantitative Methods,GRAD,MBA,COB,25,MAJ,I
MF5133,Children Drama,GRAD,MFA,FAR,50,MAJ,I
MF5134,Production Design and Tech,GRAD,MFA,FAR,50,MAJ,I
MF5147,Art History Studio,GRAD,MFA,FAR,53,MAJ,I
MH6836,Long Term Hlth Care Admin,GRAD,MHA,HSP,80,MAJ,I
MH8105,Community Health Services,GRAD,MHA,HSP,80,MAJ,I
MM5181,Music Performance,GRAD,MM,FAR,51,MAJ,A
MM8568,Music Perform-Piano Pedagogy,GRAD,MM,FAR,51,MAJ,I
MM8624,Piano Pedagogy,GRAD,MM,FAR,51,MAJ,I
MP4411,Executive MPA Program,GRAD,MPA,GVS,78,MAJ,A
MS0409,Individual Prog of Study-A&S,GRAD,MS,A&S,0,MAJ,I
MS0709,Individual Prog of Study-COM,GRAD,MS,COM,0,MAJ,I
MS1214,Family Nurse Practitioner,GRAD,MSN,HSP,32,MAJ,A
MS1219,Educator & Family Nurse Prac,GRAD,MSN,HSP,32,MAJ,A
MS1228,Nurse Educator & Administrator,GRAD,MSN,HSP,32,MAJ,A
MS1236,Adult-Ger Acute Care Nurse Pra,GRAD,MSN,HSP,32,MAJ,A
MS2132,Zoology,GRAD,MS,A&S,21,MAJ,I
MS3101,Mathematics,GRAD,MS,A&S,15,MAJ,A
MS3111,Mathematics,GRAD,MS,A&S,15,MAJ,A
MS3317,Chemistry,GRAD,MS,A&S,6,MAJ,A
ME6870,Mid Child Lic Math & SS,GRAD,MED,EHS,34,MAJ,A
MY6165,Master of Accountancy,GRAD,MACC,COB,23,MAJ,A
ND0309,Individual Prog of Study-INT,GRAD,,INST,0,MAJ,I
ND2018,Botany,GRAD,,A&S,5,MAJ,I
ND2201,Social Science,GRAD,,A&S,0,MAJ,I
ND4104,Clinical Psychology,GRAD,,A&S,18,MAJ,A
ND4106,Indust/Organiz. Psychology,GRAD,,A&S,18,MAJ,A
ND4210,Administrative Studies,GRAD,,INST,3,MAJ,I
ND4216,Asian Studies,GRAD,,INST,3,MAJ,A
ND5129,Theater History & Criticism,GRAD,,FAR,50,MAJ,I
ND5130,Directing,GRAD,,FAR,50,MAJ,I
ME8516,Elementary Guidance & Counsel,GRAD,MED,REG,35,MAJ,I
ME8584,School Psychology,GRAD,MED,EHS,34,MAJ,I
ME8731,Secondary Educ Administration,GRAD,MED,REG,35,MAJ,I
ME8742,Mathematics Comprehensive,GRAD,MED,EHS,34,MAJ,I
ME8861,Community/Agency Counsel,GRAD,MED,EHS,35,MAJ,I
MS8135,Recreation Studies,GRAD,MSRSS,EHS,82,MAJ,A
MS8163,Coaching Education--Soccer,GRAD,MSRSS,EHS,82,MAJ,A
ND0820,Undecided Education,GRAD,,EHS,0,MAJ,A
PH6209,Secondary Education,GRAD,PHD,EHS,34,MAJ,I
PH6223,Supervision,GRAD,PHD,EHS,34,MAJ,I
PH6240,Acclaim Mathematics Education,GRAD,PHD,EHS,34,MAJ,I
PH6245,Math Education,GRAD,PHD,EHS,34,MAJ,A
PH6268,Middle Child,GRAD,PHD,EHS,34,MAJ,I
ND9988,Non-degree Nursing Early Start,UGRD,,HSP,32,MAJ,A
EAATTG,Athletic Training,GRAD,MSAT,HSP,81,MAJ,A
MS1239,Nurse Leader,GRAD,MSN,HSP,32,MAJ,A
CNEEIL,Italian for Elem Education,UGRD,,,,CON,I
CNEEMH,Math for Elementary Education,UGRD,,,,CON,I
ND6163,Master of Accountancy,GRAD,,COB,23,MAJ,I
CTVAMG,Visual Arts Management,GRAD,,FAR,53,CRT,A
ND9851,Health Policy,GRAD,,HSP,80,MAJ,A
ND9852,Clinical Informatics,GRAD,,HSP,90,MAJ,A
ND9853,Veterans Health,GRAD,,HSP,90,MAJ,A
BF5049,Theater Performance Musical Th,UGRD,BFA,FAR,87,MAJ,A
OR6928,Advertising & Public Relations,UGRD,,COM,30,MIN,A
NDAPSC,APSC-Nondegree for Minors,UGRD,NONDEGRE,REG,,MAJ,I
CTTPMG,Theater & Production Mgt,GRAD,,FAR,50,CRT,A
ND8151,Grad Gerontology Certificate,GRAD,,HSP,80,MAJ,I
ND8158,Graduate Bioinformatics Certif,GRAD,,ENT,0,MAJ,I
MS6604,Social Work,GRAD,MSW,HSP,19,MAJ,A
ND6600,Social Work,GRAD,,HSP,19,MAJ,A
ND6604,Social Work,GRAD,,HSP,19,MAJ,A
ND1242,Undecided Intended Nursing,UGRD,,HSP,32,MAJ,A
BF1913,General Theater,UGRD,BFATH,FAR,50,MAJ,A
BF5200,Acting - Musical Theater,UGRD,BFA,FAR,50,MAJ,A
OR5168,Stage Management,UGRD,,FAR,50,MIN,A
ORDNCS,Dance: Somatic Studies,UGRD,,FAR,52,MIN,A
ND9990,K-12 Educ Public Policy Leader,GRAD,,EHS,74,MAJ,I
CTANPG,Post - Mast Adult Geron Acute,GRAD,CERTG,HSP,32,CRT,A
CTELCG,Engineering Leadership,GRAD,CERTG,ENT,46,CRT,A
CTEPCG,Epidemiology,GRAD,CERTG,HSP,80,CRT,A
CTGERG,Gerontology,GRAD,CERTG,HSP,90,CRT,A
CTGSHG,"Gender, Sexualities & Health",GRAD,CERTG,A&S,77,CRT,A
CTHCLG,Healthcare Leadership,GRAD,CERTG,HSP,90,CRT,A
CTPIND,Prof Instructional Design,GRAD,CERTG,EHS,74,CRT,A
ND8928,Early Childhood Generalist End,UGRD,,EHS,34,END,A
OR5329,Information Telecomm Systems,UGRD,,,,MIN,A
MA5227,French,GRAD,MA,A&S,16,MAJ,I
MA5293,Applied Linguistics,GRAD,MA,A&S,13,MAJ,A
CTBFSU,Banking and Financial Service,UGRD,,COB,24,CRT,A
CTCRRG,Community Risk and Resilience,GRAD,CERTG,GVS,78,CRT,A
CTNLCG,Nursing Leadership Post-Maste,GRAD,CERTG,HSP,32,CRT,A
MI5367,Info and Telecom Systems,GRAD,MITS,,70,MAJ,A
MS8895,Early Childhood Education,GRAD,MSHCS,HSP,36,MAJ,I
CTWSTW,Women's Studies,GRAD,,A&S,,CRT,I
CTENVG,Environmental Sustainability,GRAD,,GVS,78,CRT,A
CTAHSG,African Humanitarian Studies,GRAD,,INST,,CRT,A
CTEASG,East Asian Studies,GRAD,,INST,,CRT,A
CTGERG,Gerontology,GRAD,,HSP,90,CRT,A
CTPMHN,Psych Mental Health Nurse Prac,GRAD,,HSP,32,CRT,A
MA0209,Individual Prog of Study-HSP,GRAD,MA,HSP,0,MAJ,I
MA0409,Individual Prog of Study-A&S,GRAD,MA,A&S,0,MAJ,I
MA4199,Government,GRAD,MA,REG,11,MAJ,I
MA4218,Communication and Dev Studies,GRAD,MA,INST,3,MAJ,A
MA4231,Geography,GRAD,MA,A&S,9,MAJ,A
MS6473,Food and Nutrition Sciences,GRAD,MSFNS,HSP,81,MAJ,A
MS7257,Mechanical Engineering,GRAD,MS,ENT,48,MAJ,A
MS8131,Athletic Administration,GRAD,MSRSS,COB,84,MAJ,I
MS8149,Sportsad/MBA,GRAD,MSA,COB,84,MAJ,A
MS8162,Athletic Administration,GRAD,MSAA,COB,84,MAJ,A
MS8580,Physiology of Exercise,GRAD,MSPE,HSP,39,MAJ,I
MS8679,Child Development,GRAD,MS,HSP,,MAJ,I
MS8799,Coaching Education,GRAD,MSPE,HSP,39,MAJ,I
MS8888,Physical Education Pedagogy,GRAD,MSRSS,HSP,39,MAJ,I
PH6276,Higher Education,GRAD,PHD,EHS,35,MAJ,A
PH6300,Education Administration,GRAD,PHD,EHS,74,MAJ,I
PH6841,Reading Education,GRAD,PHD,EHS,34,MAJ,I
PH6847,Elementary Education,GRAD,PHD,EHS,34,MAJ,I
PH8918,I.I.P.,GRAD,PHD,EHS,,MAJ,I
ND4401,Executive Mpa Program,GRAD,,A&S,11,MAJ,I
DO8722,Osteopathy,MED,DOST,OST,63,MAJ,I
OR3311,Chemistry,UGRD,,A&S,6,MIN,A
OR4252,Anthropology,UGRD,,A&S,20,MIN,A
OR4903,African-American Studies,UGRD,,A&S,4,MIN,A
OR5211,Latin,UGRD,,A&S,7,MIN,A
OR5290,Linguistics,UGRD,,A&S,13,MIN,A
ORJAZZ,Jazz Studies,UGRD,,FAR,51,MIN,A
ORMUSI,Music,UGRD,,FAR,51,MIN,A
OR5305,Communication Sciences & Disor,UGRD,,HSP,79,MIN,A
ND5191,Comparative Art,GRAD,,FAR,55,MAJ,I
ND5229,Spanish,GRAD,,A&S,16,MAJ,A
ND5308,Mass Communication-Jour,GRAD,,COM,30,MAJ,I
ND5333,Instructional Communication,GRAD,,COM,29,MAJ,I
ND5335,Information Systems,GRAD,,COM,29,MAJ,I
ND5362,COMS-Relating and Organizing,GRAD,,COM,29,MAJ,I
ND6147,MBA/Hlth Admin,GRAD,,COB,25,MAJ,I
ND6243,Secondary Educ/Cert,GRAD,,EHS,34,MAJ,I
ND6268,Middle Child,GRAD,,EHS,34,MAJ,I
BC8849,TCOM-Audio Production,UGRD,BSC,COM,31,MAJ,I
BC8854,TCOM-Media/Individualized,UGRD,BSC,COM,31,MAJ,I
BF1906,Dance Tutorial,UGRD,BFA-DA,FAR,87,MAJ,A
BF1940,Studio Art,UGRD,BFASA,FAR,53,MAJ,A
BF6902,Photo Communication,UGRD,BFA,COM,53,MAJ,I
BF6904,Photo Multi Media,UGRD,BFA,COM,53,MAJ,I
BF8573,Music Education,UGRD,BFA,FAR,51,MAJ,I
ND6271,Economic Education,GRAD,,EHS,34,MAJ,I
ND6273,Guidance Counsel & Student,GRAD,,REG,35,MAJ,I
ND6279,Rehabilitation Counseling,GRAD,,EHS,35,MAJ,I
ND6324,CMH/Clinical Rehab Counsel,GRAD,,EHS,35,MAJ,A
ND6350,Early Childhood Education,GRAD,,EHS,34,MAJ,I
ND6402,Child Development & Fam Life,GRAD,,HSP,80,MAJ,I
ND6461,Food & Nutri,GRAD,,HSP,81,MAJ,I
ND6462,Home Economics Education,GRAD,,HSP,36,MAJ,I
ND6600,Social Work,GRAD,,HSP,80,MAJ,A
ND6844,Math Secondary School,GRAD,,EHS,34,MAJ,I
ND6873,Mid Child Lic Lang Arts & SS,GRAD,,EHS,34,MAJ,A
ND6926,Photography,GRAD,,COM,71,MAJ,A
ND6943,Indiv Program of Study-FAR,GRAD,,FAR,0,MAJ,I
ND6944,General Education,GRAD,,GRAD,0,MAJ,I
BJ1923,Journalism,UGRD,BSJ,COM,30,MAJ,A
BJ6908,Journalism Pre-Major,UGRD,BSJ,COM,30,MAJ,I
BJ6910,Journalism-Carr Van Anda,UGRD,BSJ,COM,30,MAJ,A
BJ6935,Journalism Public Relations,UGRD,BSJ,COM,30,MAJ,A
BM5116,Music Theory,UGRD,BMUS,FAR,51,MAJ,I
BS1946,Trans Hlth Studies Appl Nutr,UGRD,BSTRANH,HSP,81,MAJ,A
BS2111,Plant Biology,UGRD,BS,A&S,5,MAJ,I
ND7257,Mechanical Engineering,GRAD,,ENT,48,MAJ,A
ND8133,Health Promotion,GRAD,,HSP,80,MAJ,I
ND8153,African Community Health Certi,GRAD,,HSP,80,MAJ,A
ND8168,Healthcare Leadership,GRAD,,HSP,90,MAJ,A
ND8519,Educational Leadership: Sec,GRAD,,REG,35,MAJ,I
ND8759,INCO-Rhetoric & Public Address,GRAD,,COM,29,MAJ,I
ND8922,Reading Endorsement,GRAD,,EHS,34,MAJ,A
ND9992,certifiedLean-Six Sigma,GRAD,,ENT,46,MAJ,A
PH0709,Individual Prog of Study-COM,GRAD,PHD,COM,0,MAJ,I
BS2115,PBIO Applied Ecology,UGRD,BS,A&S,5,MAJ,I
BS2510,BIOS Nutrition,UGRD,BS,A&S,21,MAJ,I
BS2512,Zool Analysis,UGRD,BS,A&S,21,MAJ,I
BS2514,Bios Marine Biology,UGRD,BS,A&S,21,MAJ,I
BS3110,Math/Meteorology,UGRD,BS,A&S,15,MAJ,I
BS3321,Geological Sciences,UGRD,BS,A&S,10,MAJ,A
BS3337,Engineering Physics,UGRD,BS,A&S,22,MAJ,I
PH3331,Physics,GRAD,PHD,A&S,22,MAJ,A
