acad_plan,acad_plan_desc,acad_career,degree,college,dept_code,acad_plan_type,eff_status
BS6216,Chemistry-Gen.Science,UGRD,BSED,EHS,34,MAJ,I
BS6231,Latin,UGRD,BSED,EHS,34,MAJ,I
BS6260,Environmental Health Science,UGRD,BSEH,HSP,80,MAJ,A
BS6263,Early Childhood Primary,UGRD,BSED,EHS,34,MAJ,I
BS6284,History With Government,UGRD,BSED,EHS,34,MAJ,I
BS6285,History With Geography,UGRD,BSED,EHS,34,MAJ,I
BS6306,Integrated Language Arts,UGRD,BSED,EHS,34,MAJ,A
MA8916,I.I.P.,GRAD,MA,EHS,,MAJ,I
ME6227,Critical Studies in Ed Found,GRAD,MED,EHS,74,MAJ,A
ME6248,Early Chldspec,GRAD,MED,EHS,34,MAJ,I
ME6249,Special Ed/Non Certification,GRAD,MED,EHS,34,MAJ,A
ME6279,Rehabilitation Counseling,GRAD,MED,EHS,35,MAJ,A
ME6320,Mild-Moderate/Early Child,GRAD,MED,EHS,34,MAJ,I
ME6501,Ed Media Management,GRAD,MED,EHS,34,MAJ,I
AA8670,Manufacturing Tech,UGRD,AAS,RHE,59,MAJ,I
AA8696,Child Development,UGRD,AACD,UNC,39,MAJ,I
AA8756,Associate in Applied Science,UGRD,AAS,UNC,58,MAJ,I
BS6310,Physical Science,UGRD,BSED,EHS,34,MAJ,I
BS6317,Moderate-Intensive Educ. Needs,UGRD,BSED,EHS,34,MAJ,A
BS6371,Job Training -Food Service,UGRD,BSHEC,HSP,36,MAJ,I
BS6381,Fashion Merchandis & Textile,UGRD,BSHEC,HSP,36,MAJ,I
BS6383,Interior Architecture,UGRD,BSHCS,FAR,53,MAJ,I
BS6390,Family and Consumer Science,UGRD,BSED,EHS,34,MAJ,A
BS6408,Home Economics General,UGRD,BS,HSP,36,MAJ,I
BS6409,Home Econ Consumer Educ,UGRD,BS,HSP,36,MAJ,I
BS6410,Child Development & Fam Life,UGRD,BS,HSP,36,MAJ,I
BS6455,Nutrtwithsci,UGRD,BSHEC,HSP,81,MAJ,I
AA8757,Library Information Tech,UGRD,AAS,RHE,59,MAJ,I
AA8801,Child Development,UGRD,AAS,UNC,58,MAJ,I
BA0701,Computer Science,UGRD,BA,ENT,44,MAJ,I
BA1909,History,UGRD,AB-HIS,A&S,12,MAJ,A
BA1912,Sociology,UGRD,AB-SOC,A&S,20,MAJ,A
BA1916,English,UGRD,AB-ENG,A&S,8,MAJ,A
BA1930,Social Work,UGRD,AB-SW,HSP,19,MAJ,A
BA1934,Anthropology,UGRD,BAANTH,A&S,20,MAJ,A
BA1939,Studio Art,UGRD,BASTUART,FAR,53,MAJ,A
BA1943,Women's and Gender Studies,UGRD,AB-WGS,A&S,77,MAJ,A
BA2114,PBIO Applied Plant Sciences,UGRD,AB,A&S,5,MAJ,I
BA2139,Zool Pre-Exercise Physiology,UGRD,AB,A&S,21,MAJ,I
BA2142,Zool Pre-Pharmacy,UGRD,AB,A&S,21,MAJ,I
BA2505,Bios Pre-Optometry,UGRD,AB,A&S,21,MAJ,I
BA2506,Bios Pre-Pharmacy,UGRD,AB,A&S,21,MAJ,I
BS6922,VICO-Photojournalism,UGRD,BSVC,COM,71,MAJ,A
BS7255,Industrial & Systems Engineer,UGRD,BSISE,ENT,46,MAJ,A
BS7262,Chemical Engr-Materials Track,UGRD,BSCHE,ENT,42,MAJ,A
BS7273,Technical Operations Managemen,UGRD,BSTOM,ENT,47,MAJ,A
BS8114,Sport Sciences General,UGRD,BSSPS,HSP,39,MAJ,I
BS8124,Sport for Special Populations,UGRD,BSSPS,HSP,39,MAJ,I
BS8202,Athletic Training/Com Hlth Srv,UGRD,BSH,HSP,80,MAJ,I
BA3313,Chem Pre-Pharmacy,UGRD,AB,A&S,6,MAJ,I
BA3331,Physics,UGRD,BA,A&S,22,MAJ,A
BA4204,Internat. Stud. General,UGRD,AB,INST,3,MAJ,I
BA4212,Hist Pre-Foreign Service,UGRD,BA,A&S,12,MAJ,I
BA4222,Econ Pre-Law,UGRD,BA,A&S,26,MAJ,I
BA4223,Econ Pre-Foreign Service,UGRD,BA,A&S,26,MAJ,I
BA4231,Geography,UGRD,BA,A&S,9,MAJ,A
BA4233,Geog Pre-Meteorology,UGRD,AB,A&S,9,MAJ,I
BA4252,Anthropology,UGRD,BA,A&S,20,MAJ,A
BA4409,Global Studies - War & Peace,UGRD,BA,INST,3,MAJ,A
BA5131,Theater,UGRD,BA,FAR,87,MAJ,I
BA5213,Greek and Latin,UGRD,BA,A&S,7,MAJ,I
BA5214,Classical Civilization,UGRD,BA,A&S,7,MAJ,A
BA5215,World Religions,UGRD,BA,A&S,7,MAJ,A
BS8890,"Restaurant, Hotel and Tourism",UGRD,BSHCS,EHS,83,MAJ,I
BS8906,Interior Architecture,UGRD,BSHCS,FAR,53,MAJ,I
BT5510,Technical & Applied Studies,UGRD,BTAS,RHE,76,MAJ,A
CNEECD,Ch Dev/Family for Elem Ed,UGRD,,,,CON,A
CNEEGG,Geography for Elem Education,UGRD,,,,CON,A
CNEEHT,History for Elem Education,UGRD,,,,CON,A
CNEEPS,Political Science for Elem Ed,UGRD,,,,CON,A
ND0613,Pre-Business Transfer,UGRD,,UNC,58,MAJ,I
ND0715,Pre-Visual Communication,UGRD,,UNC,58,MAJ,I
ND1105,Pre-Engineering,UGRD,,UNC,58,MAJ,A
ND1112,Pre-Specialized Studies,UGRD,,UNC,58,MAJ,A
ND1205,Pre-Bach Nursing,UGRD,,HSP,32,MAJ,A
ND2341,Associate in Nursing,UGRD,,RHE,60,MAJ,I
ND2342,Associate in Nursing,UGRD,,RHE,60,MAJ,I
BB6133,Business Entrepreneurship,UGRD,BBA,COB,25,MAJ,I
BC1920,Media Arts & Studies,UGRD,BSMAS,COM,31,MAJ,A
BC5302,General Communication,UGRD,BSC,COM,29,MAJ,I
BC5314,RTV Self Dir,UGRD,BSC,COM,31,MAJ,I
BC5338,Interpersonal Communication,UGRD,BSC,COM,29,MAJ,I
BC5350,Media and Technology,UGRD,BSC,COM,31,MAJ,I
BC5363,Communication Studies,UGRD,BSC,COM,29,MAJ,A
ND8106,Physical Education,UGRD,,EHS,82,MAJ,I
ND8123,Sport Management,UGRD,,COB,84,MAJ,I
ND9961,Transition Program,UGRD,,UNC,58,MAJ,A
OR6158,Business Analytics,UGRD,,COB,25,MIN,A
BA5233,English Pre-Theology,UGRD,BA,A&S,8,MAJ,I
BA6291,Home Econ Educ & Extension,UGRD,AB,HSP,36,MAJ,I
BA6292,"Housing, Furniture & Mgt.",UGRD,AB,HSP,36,MAJ,I
BA6407,HEC Interior Design,UGRD,AB,HSP,36,MAJ,I
BA8541,English Composition,UGRD,AB,A&S,8,MAJ,I
BA8694,Modern Languages,UGRD,AB,A&S,,MAJ,I
BA8753,English Literature,UGRD,AB-ENG,A&S,8,MAJ,I
BA8783,Speech & Hearing Therapy,UGRD,BA,HSP,28,MAJ,I
BA8822,Bachelor in Architecture,UGRD,BARCH,REG,,MAJ,I
BB6118,Health Care Management,UGRD,BBA,COB,25,MAJ,I
BB6119,Production Management,UGRD,BBA,COB,25,MAJ,I
BS8635,Marketing,UGRD,BSCOM,COB,,MAJ,I
CTMILS,Military Science,UGRD,,UNC,,CRT,I
ENDLMS,Endorse in Lib/Media for Sec,UGRD,,,,END,I
ENDTYP,Endorsement in Keyboarding,UGRD,,,,END,I
OR5124,Painting,UGRD,,,,MIN,I
OR7255,Industrial & Systems Engineer,UGRD,,ENT,46,MIN,I
ORATHT,Athletic Training,UGRD,,HSP,,MIN,I
ORBOOK,Bookkeeping - Basic Business,UGRD,,,,MIN,I
ORCOMM,Communications,UGRD,,,,MIN,I
ORDRAM,Drama,UGRD,,,,MIN,I
OREDME,Educational Media,UGRD,,,,MIN,I
ORFART,Fine Arts,UGRD,,,,MIN,I
ORLSCI,Library Science,UGRD,,,,MIN,I
ORPTHE,Physical Therapy,UGRD,,,,MIN,I
ORSCIE,Science,UGRD,,,,MIN,I
ORZOOL,Zoology,UGRD,,,,MIN,I
SF6235,Spanish,UGRD,,EHS,34,SEC,I
SF6288,General Speech-INCO Emphasis,UGRD,,EHS,34,SEC,I
SF8208,Physical Education Elem-Sec,UGRD,,EHS,34,SEC,I
SFSEEM,Educational Media,UGRD,,,,SEC,I
CTDIAB,Diabetes,UGRD,,HSP,81,CRT,A
CTSART,Sales with a Retail Focus,UGRD,,COB,27,CRT,I
BS8642,Architectural Engineering,UGRD,BSAE,REG,,MAJ,I
OR6181,Customer Service,UGRD,,EHS,83,MIN,A
OR6127,Marketing,UGRD,,COB,27,MIN,A
ORFILM,Film,UGRD,,FAR,87,MIN,A
CTWGSQ,LGBTQ Studies,UGRD,,A&S,77,CRT,A
OR5825,Military Science,UGRD,,UNC,58,MIN,A
CTGLHL,Global Health,UGRD,,HSP,90,CRT,A
CTCNST,Construction Management,UGRD,,ENT,43,CRT,A
AA1100,Associate in Arts-Humanities,UGRD,AA,UNC,58,MAJ,I
AA5022,Health Technology,UGRD,AAS,RHE,60,MAJ,A
AA5504,Library Media Tech,UGRD,AAS,RHE,59,MAJ,I
AA5805,Office Admin. Tech,UGRD,AAB,RHE,59,MAJ,I
AA5816,Medical Assisting Technology,UGRD,AAS,RHE,60,MAJ,I
AA5819,Human Services Tech,UGRD,AAS,RHE,59,MAJ,I
BS8512,Industrial Arts,UGRD,BSED,EHS,34,MAJ,I
MA5146,Art History,GRAD,MA,FAR,53,MAJ,A
MA5231,English,GRAD,MA,A&S,8,MAJ,A
MA5237,English,GRAD,MA,A&S,8,MAJ,A
BS8534,Consumer Service & Education,UGRD,BSHEC,EHS,34,MAJ,I
BS8546,General Science,UGRD,BSED,EHS,34,MAJ,I
BS8558,Home Econ Education & Exten,UGRD,BSED,EHS,34,MAJ,I
BS8575,Science Modular,UGRD,BSED,EHS,34,MAJ,I
BS8587,Sec. Ed.: Sec School Comp,UGRD,BSED,EHS,34,MAJ,I
BS8620,Computer Science,UGRD,BSED,EHS,34,MAJ,I
BS8669,Basic Business,UGRD,BSED,EHS,34,MAJ,I
MA5330,COMS-Comm. Theory & Process,GRAD,MA,COM,29,MAJ,I
MA8606,Hearing & Speech Science,GRAD,MA,HSP,28,MAJ,I
MA8618,Human Relations,GRAD,MA,REG,19,MAJ,I
MA8674,Government,GRAD,MA,REG,11,MAJ,I
MA8737,Creative Writing,GRAD,MA,GRAD,8,MAJ,I
MA8823,Masters in Comparative Literat,GRAD,MCL,A&S,8,MAJ,I
MA8859,Telecommunications,GRAD,MA,COM,31,MAJ,I
MB6140,Gen Bus Grad,GRAD,MBA,COB,25,MAJ,I
MB6152,MBA--Healthcare Concentration,GRAD,MBA,COB,25,MAJ,A
BS8706,Home Economics in Business,UGRD,BSHCS,HSP,36,MAJ,I
BS8721,Chemical Engineering,UGRD,BSCHE,ENT,42,MAJ,I
BS8739,Earth Science-Composition,UGRD,BSED,EHS,34,MAJ,I
BS8767,Speech and Hearing Therapy,UGRD,BSED,EHS,34,MAJ,I
BS8791,Hearing & Speech Sciences,UGRD,BSHSS,HSP,28,MAJ,I
BS8827,Phys Pre-Astronomy,UGRD,BS,A&S,22,MAJ,I
BS8867,Geog Info Systems Analyst,UGRD,BS,A&S,9,MAJ,I
BS8871,Nutrition with Science,UGRD,BSHCS,HSP,36,MAJ,I
BC8809,INCO-Comm in Human Services,UGRD,BSC,COM,29,MAJ,I
BC8811,INCO-Organization Comm.,UGRD,BSC,COM,29,MAJ,I
MB6168,MBA-Operations & Supply Chain,GRAD,MBA,COB,25,MAJ,A
MB8528,Business Administration,GRAD,MBA,COB,25,MAJ,I
MB8828,MBA in Marketing,GRAD,MBA,COB,27,MAJ,I
MF5171,Photography,GRAD,MFA,FAR,53,MAJ,A
MF8527,Art Administration,GRAD,MFA,FAR,53,MAJ,I
MF8781,Production Design,GRAD,MFA,FAR,50,MAJ,I
MH8157,Health Administration,GRAD,MHA,HSP,80,MAJ,A
MH8500,Health Services Administration,GRAD,MHSAD,HSP,80,MAJ,I
MM8599,Vocal Performance,GRAD,MM,FAR,51,MAJ,I
MM8614,Saxaphone,GRAD,MM,FAR,51,MAJ,I
MP4400,Political Sci Public Adm,GRAD,MPA,A&S,11,MAJ,I
MS4239,Geography,GRAD,MS,A&S,9,MAJ,A
ME6871,Mid Child Lic Sci & SS,GRAD,MED,EHS,34,MAJ,A
ND0209,Individual Prog of Study-HSP,GRAD,,HSP,0,MAJ,I
ND0809,Individual Prog of Study-EDU,GRAD,,GRAD,0,MAJ,I
ND1209,Individual Prog of Study,GRAD,,OST,0,MAJ,A
ND1215,Nurse Administrator,GRAD,,HSP,32,MAJ,I
ND1219,Educator & Family Nurse Prac,GRAD,,HSP,32,MAJ,I
ND3101,Mathematics,GRAD,,A&S,15,MAJ,A
ND4102,School Psychology,GRAD,,A&S,18,MAJ,I
ND4103,Experimental Psychology,GRAD,,A&S,18,MAJ,A
ND4201,Political Science,GRAD,,A&S,11,MAJ,A
ND4207,Latin American Studies,GRAD,,INST,3,MAJ,A
ND5145,Art Education MA,GRAD,,FAR,53,MAJ,I
ND5146,Art History,GRAD,,FAR,53,MAJ,A
ND5170,MA Photo Illustration,GRAD,,FAR,53,MAJ,I
ME6873,Mid Child Lic Lang Arts & SS,GRAD,MED,EHS,34,MAJ,A
ME6876,Blended Early Childhd & Sp Ed,GRAD,MED,EHS,34,MAJ,A
ME8561,Industrial Arts,GRAD,MED,EHS,34,MAJ,I
MS6350,Early Childhood Education,GRAD,MSHCS,EHS,34,MAJ,I
MS8917,I.I.P.,GRAD,MS,EHS,,MAJ,I
PH6272,Education Administration,GRAD,PHD,EHS,74,MAJ,I
CTDACG,Data Analysis,GRAD,,A&S,65,CRT,A
ND8870,Integrated Engineering,GRAD,,ENT,45,MAJ,I
BS6418,Customer Service Leadership,UGRD,BAHCS,EHS,83,MAJ,A
CTLSSG,certifiedLean-Six Sigma,GRAD,,ENT,46,CRT,A
CTMLCG,Management and Leadership,GRAD,,COB,25,CRT,A
CTSSLG,Strategic Selling & Sales Lead,GRAD,,COB,25,CRT,A
CTFNPG,Post - Mast Family Nurse Pract,GRAD,,HSP,32,CRT,A
ND2202,Social Sciences,GRAD,,A&S,0,MAJ,A
CNEECH,Chinese for Elem Education,UGRD,,,,CON,I
CNEESN,Spanish for Elem Education,UGRD,,,,CON,I
CTVHCG,Veterans Health,GRAD,,HSP,90,CRT,A
CTABAG,Advanced Business Analytics,GRAD,,COB,67,CRT,A
MY6103,Master of Accountancy,GRAD,MACC,COB,23,MAJ,A
MY6105,Master of Accountancy,GRAD,MACC,COB,23,MAJ,A
BA1913,General Theater,UGRD,AB-THAR,FAR,50,MAJ,A
ORFILM,Film,UGRD,,FAR,54,MIN,A
ND9984,GIS: GIS and Cartography,GRAD,,A&S,9,MAJ,I
AA5506,Security Safety,UGRD,AAS,RHE,59,MAJ,I
CTEMCG,Engineering Management,GRAD,CERTG,ENT,46,CRT,A
CTGLHG,Global Health,GRAD,CERTG,HSP,90,CRT,A
CTHPCG,Health Policy,GRAD,CERTG,HSP,80,CRT,A
CTLSSG,certifiedLean-Six Sigma,GRAD,CERTG,ENT,46,CRT,A
EAATTG,Athletic Training,GRAD,,HSP,81,MAJ,A
CTBALC,Business Analytics Leadership,GRAD,CERTG,COB,25,CRT,A
BC5329,Information Telecomm Systems,UGRD,BSC,,70,MAJ,A
BC5381,Communication,UGRD,BSC,COM,29,MAJ,A
CTDMTI,Digital Media Trans & Inno,GRAD,CERTG,COM,75,CRT,A
CTIMNJ,Interacting w Media for NON-Jo,GRAD,CERTG,COM,75,CRT,A
CTCHIG,Contemporary History Institute,GRAD,,A&S,12,CRT,A
CTPIND,Prof Instructional Design,GRAD,,EHS,74,CRT,A
CTWGSG,"Wom, Gen, & Sexuality Studies",GRAD,,A&S,77,CRT,A
CTLAMG,Latin American Studies,GRAD,,INST,3,CRT,A
CTTTWG,Transiton to Work,GRAD,,EHS,34,CRT,A
MA4201,Political Science,GRAD,MA,A&S,11,MAJ,A
MA4208,Southeast Asian Studies,GRAD,MA,INST,3,MAJ,I
MA4215,History,GRAD,MA,A&S,12,MAJ,A
MS6607,Social Work,GRAD,MSW,HSP,80,MAJ,A
MS6939,Environmental Studies,GRAD,MS,A&S,0,MAJ,I
MS7251,Chemical Engineering,GRAD,MS,ENT,42,MAJ,A
MS8754,Physical Education & Health,GRAD,MS,HSP,39,MAJ,I
MS8794,Athletic Administration,GRAD,MSPE,HSP,39,MAJ,I
MS8877,Coaching Education,GRAD,MSRSS,HSP,39,MAJ,I
PH6275,College Student Personnel,GRAD,PHD,EHS,35,MAJ,I
MS8174,Athletic Training,GRAD,MSAT,HSP,81,MAJ,A
ND6416,Food and Nutrition,GRAD,,HSP,81,MAJ,I
CTGISU,Geographic Information Science,UGRD,,A&S,9,CRT,A
ENDMSC,Mid Child Gen Endorse in Sci,UGRD,,EHS,,END,A
OR4211,History,UGRD,,A&S,12,MIN,A
OR5329,Information Telecomm Systems,UGRD,,COM,,MIN,A
ND5188,Music: Performance/Conducting,GRAD,,FAR,51,MAJ,I
ND5189,Music: Performance/Accompany,GRAD,,FAR,51,MAJ,I
ND5241,Philosophy,GRAD,,A&S,17,MAJ,A
ND6123,General Business Grad,GRAD,,COB,25,MAJ,A
ND6139,MBA Without Boundaries Program,GRAD,,COB,25,MAJ,I
ND6211,Special Education,GRAD,,EHS,34,MAJ,I
ND6221,Industrial Technology,GRAD,,EHS,34,MAJ,I
ND6223,Supervision,GRAD,,EHS,34,MAJ,I
ND6236,Mild-Moderate Education Needs,GRAD,,EHS,34,MAJ,A
ND6237,Moderate-Intensive Educ Needs,GRAD,,EHS,34,MAJ,A
ND6244,Reading/Language Arts,GRAD,,EHS,34,MAJ,A
ND6267,College Instruction,GRAD,,EHS,34,MAJ,I
BC8846,TCOM-Media Studies,UGRD,BSC,COM,31,MAJ,I
BC8848,TCOM-Video Production,UGRD,BSC,COM,31,MAJ,I
BC8856,TCOM-Audio/Music Production,UGRD,BSC,COM,31,MAJ,I
BF5161,Acting,UGRD,BFA,FAR,50,MAJ,A
BF5198,Interior Architecture,UGRD,BFA,FAR,53,MAJ,A
BF8525,Architecture,UGRD,BFA,REG,,MAJ,I
BF8750,Production Design & Technology,UGRD,BFA,FAR,50,MAJ,I
ND6272,Education Administration,GRAD,,EHS,74,MAJ,A
ND6404,Family and Consumer Sci Ed,GRAD,,EHS,83,MAJ,I
ND6845,Spec Learning Disability,GRAD,,EHS,34,MAJ,I
ND6846,Devhandicapped,GRAD,,EHS,34,MAJ,I
ND6848,Middle Child Certification,GRAD,,EHS,34,MAJ,I
ND6849,Middle Child Licensure,GRAD,,EHS,34,MAJ,I
ND6861,AYA Life Science,GRAD,,EHS,34,MAJ,I
BJ6933,Journalism Magazine Jour,UGRD,BSJ,COM,30,MAJ,I
BM5109,Music: Interdisciplinary,UGRD,BMUS,FAR,51,MAJ,I
BS1203,Baccalaureate Nursing,UGRD,BSN,HSP,32,MAJ,A
BS1904,Chemistry,UGRD,BSCHEM,A&S,6,MAJ,A
BS1925,Engineering Physics,UGRD,BSENPH,A&S,22,MAJ,A
BS1928,Zoology,UGRD,BS-ZOO,A&S,21,MAJ,I
ND7259,Mechanical & Systems Engineer,GRAD,,ENT,45,MAJ,A
ND7260,Computer Science,GRAD,,ENT,44,MAJ,A
ND7267,Electrical Engineering & CS,GRAD,,ENT,44,MAJ,A
ND8134,Physical Education Pedagogy,GRAD,,EHS,80,MAJ,I
ND8135,Recreation Studies,GRAD,,EHS,82,MAJ,A
ND8149,Sportsad/MBA,GRAD,,COB,84,MAJ,I
ND8151,Grad Gerontology Certificate,GRAD,,HSP,80,MAJ,A
ND8158,Graduate Bioinformatics Certif,GRAD,,ENT,0,MAJ,A
ND8165,Grad Clinical Informatics Cert,GRAD,,HSP,80,MAJ,A
ND8518,Physical Education,GRAD,,EHS,34,MAJ,I
ND8521,Computer Education,GRAD,,EHS,34,MAJ,I
ND8921,Tech Facilitator Endorsement,GRAD,,EHS,74,MAJ,A
ND9906,Global Exchange Partnerships,GRAD,,INST,0,MAJ,A
NONDEGREEG,Graduate Nondegree Seeking,GRAD,NONDEGRE,GRAD,,MAJ,A
BS2118,PBIO Cell Biol & Biotechnology,UGRD,BS,A&S,5,MAJ,I
BS2123,Bios/Clinical Laboratory,UGRD,BS,A&S,21,MAJ,I
BS2134,Zool Environmental Biology,UGRD,BS,A&S,21,MAJ,I
BS2137,Zool Nutrition,UGRD,BS,A&S,21,MAJ,I
BS2141,Zool Pre-Optometry,UGRD,BS,A&S,21,MAJ,I
BS2143,Zool Pre-Physical Therapy,UGRD,BS,A&S,21,MAJ,I
BS2502,Bios Pre-Medicine,UGRD,BS,A&S,21,MAJ,I
BS2507,Bios Pre-Physical Therapy,UGRD,BS,A&S,21,MAJ,A
BS2513,Zool Entomology,UGRD,BS,A&S,21,MAJ,I
BS2519,Bios Medical Technology,UGRD,BS,A&S,21,MAJ,I
BS3102,Math Prep. for Advanced Tng.,UGRD,BS,A&S,15,MAJ,I
BS3315,Chemistry Environmental,UGRD,BS,A&S,6,MAJ,A
BS3335,Physics Astrophysics,UGRD,BS,A&S,22,MAJ,A
BS4235,Geographic Information Science,UGRD,BS,A&S,9,MAJ,A
PH4910,Translational Biomedical Sci,GRAD,PHD,GRAD,1,MAJ,A
PH5330,COMS--Comm. Theory and Process,GRAD,PHD,COM,29,MAJ,I
PH5344,Interpersonal Communication,GRAD,PHD,COM,29,MAJ,I
PH5360,COMS--Rhetoric/Public Culture,GRAD,PHD,COM,29,MAJ,A
PH7253,Electrical Engineering,GRAD,PHD,ENT,44,MAJ,I
PH8576,Home Economics,GRAD,PHD,HSP,36,MAJ,I
BS4240,Geography Environ Prelaw,UGRD,BS,A&S,9,MAJ,A
BS5512,Sport and Lifestyle Studies,UGRD,BSSLS,RHE,76,MAJ,A
BS6213,Dev Handicap Spec Learn Disp,UGRD,BSED,EHS,34,MAJ,I
BS6221,Industrial Technology,UGRD,BSED,EHS,34,MAJ,I
BS6262,Hearing and Speech Sciences,UGRD,BSED,EHS,34,MAJ,I
BS6283,History With Sociology,UGRD,BSED,EHS,34,MAJ,I
BS6305,Social Studies,UGRD,BSED,EHS,34,MAJ,I
ME6210,Comp Mental Retarded,GRAD,MED,EHS,34,MAJ,I
ME6269,Curriculum & Instruction,GRAD,MED,EHS,34,MAJ,A
ME6274,School Counseling,GRAD,MED,EHS,35,MAJ,A
ME6396,Physical Science - Physics,GRAD,MED,EHS,34,MAJ,A
BS6314,Life Science,UGRD,BSED,EHS,34,MAJ,A
BS6331,Interior Design,UGRD,BS,HSP,36,MAJ,I
BS6362,Food in Business & Communicat,UGRD,BSHEC,HSP,36,MAJ,I
BS6363,Nutrition,UGRD,BSHCS,HSP,81,MAJ,I
BS6370,Fam & Con Sci Edu Teaching,UGRD,BSHCS,EHS,83,MAJ,A
BS6374,Home Economics in Business,UGRD,BSHEC,HSP,36,MAJ,I
BS6393,Community Home Service,UGRD,BS,HSP,36,MAJ,I
BS6405,Housing Furniture & Mgt,UGRD,BS,HSP,36,MAJ,I
BS6413,HEC Food Service Management,UGRD,BS,HSP,36,MAJ,I
BS6452,Prim/Elychld,UGRD,BSHEC,HSP,36,MAJ,I
BS6467,HEC Fashion Merchand. & Promo.,UGRD,BS,HSP,36,MAJ,I
BS6470,Applied Nutrition,UGRD,BSFNS,HSP,81,MAJ,A
BS6505,Middle School Secondary/Ed,UGRD,BSED,EHS,34,MAJ,I
BA1914,French,UGRD,AB-FR,A&S,16,MAJ,A
BA1927,Botany,UGRD,AB,A&S,5,MAJ,I
BA1938,Music,UGRD,BAMUS,FAR,51,MAJ,A
BA2111,Plant Biology,UGRD,BA,A&S,5,MAJ,I
BA2112,PBIO Pre-Forestry,UGRD,AB,A&S,5,MAJ,I
BA2119,Field Ecology,UGRD,BA,A&S,5,MAJ,A
BA2123,Bios/Clinical Laboratory,UGRD,AB,A&S,21,MAJ,I
BA2140,Zool Pre-Medicine,UGRD,AB,A&S,21,MAJ,I
BA2502,Bios Pre-Medicine,UGRD,AB,A&S,21,MAJ,I
BS6921,VICO-Picture Editing,UGRD,BSVC,COM,71,MAJ,I
BS6923,VICO-Multimedia,UGRD,BSVC,COM,71,MAJ,A
BS6924,VICO-Infographics/Publ Design,UGRD,BSVC,COM,71,MAJ,A
BS6925,VICO-Commercial Photography,UGRD,BSVC,COM,71,MAJ,A
BS6955,Photo Illustration,UGRD,BSVC,COM,53,MAJ,I
BS8100,Community and Public Health,UGRD,BSH,HSP,80,MAJ,A
BS8104,Therapeutic Recreation,UGRD,BSRS,EHS,82,MAJ,I
BS8109,Recreation Management,UGRD,BSRS,EHS,82,MAJ,A
BS8120,Aquatic Management,UGRD,BSSPS,HSP,39,MAJ,I
BA3311,Chemistry,UGRD,BA,A&S,6,MAJ,A
BA3323,Geol Sci Environmental Geology,UGRD,AB,A&S,10,MAJ,I
BA4101,Psychology,UGRD,BA,A&S,18,MAJ,A
BA4211,History,UGRD,BA,A&S,12,MAJ,A
BA4407,Global Studies - Europe,UGRD,BA,INST,3,MAJ,A
BA4412,"Wom, Gen, & Sexuality Studies",UGRD,BA,A&S,77,MAJ,A
BA4903,African-American Studies,UGRD,BA,A&S,4,MAJ,A
BA5050,Studio Art,UGRD,BA,FAR,53,MAJ,A
BA5212,Greek,UGRD,BA,A&S,7,MAJ,I
BB6129,Business Pre-Law,UGRD,BBA,COB,25,MAJ,I
BS8885,Therapeutic Recreation,UGRD,BSRS,HSP,39,MAJ,I
BS8907,Industrial Technology,UGRD,BSIT,ENT,47,MAJ,I
CNEEEN,English for Elem Education,UGRD,,,,CON,A
CNEEGM,German for Elem Education,UGRD,,,,CON,A
CNEEIM,Indonesian/Malay for Elem Ed,UGRD,,,,CON,A
CNEELT,Latin for Elementary Education,UGRD,,,,CON,A
CNEESO,Sociology for Elem Education,UGRD,,,,CON,A
ND0410,Undecided-A&S,UGRD,,A&S,0,MAJ,A
ND1204,School Nurse,UGRD,,HSP,32,MAJ,A
ND1508,Ohio Program of Intensive Eng,UGRD,,A&S,37,MAJ,A
BB6132,International Business,UGRD,BBA,COB,25,MAJ,A
BB6138,Operations,UGRD,BBA,COB,25,MAJ,I
BB6150,Sports Administration,UGRD,BBA,COB,84,MAJ,I
BB6156,Entrepreneurship,UGRD,BBA,COB,25,MAJ,A
BB8536,Economics,UGRD,BBA,A&S,0,MAJ,I
BC5306,INCO-Communication Comp.,UGRD,BSC,COM,29,MAJ,I
BC5312,Media Management,UGRD,BSC,COM,31,MAJ,I
BC5348,Media and Society,UGRD,BSC,COM,31,MAJ,I
BC5356,COMS-Comm. in Human Services,UGRD,BSC,COM,29,MAJ,A
BC5357,COMS-Comm. and Public Advocacy,UGRD,BSC,COM,29,MAJ,I
BC5358,COMS-Health Communication,UGRD,BSC,COM,29,MAJ,I
BC5369,MDIA - Media and Social Change,UGRD,BSC,COM,31,MAJ,A
BC5374,Applied Communication,UGRD,BSC,COM,29,MAJ,A
BC8808,INCO-Comm. in Human Services,UGRD,BSC,COM,29,MAJ,I
ND6295,Vocational Education,UGRD,,EHS,34,MAJ,A
ND8835,Pre Ret Merch & Fash Prod,UGRD,,EHS,83,MAJ,A
ND8843,Pre Physical Education,UGRD,,EHS,34,MAJ,I
ND9811,COB-Exchange,UGRD,,COB,0,MAJ,A
ND9911,AAS-Nondegree,UGRD,,UNC,0,MAJ,I
ND9955,High School Option A,UGRD,,UNC,58,MAJ,A
ND9970,Workshop Special,UGRD,,UNC,58,MAJ,A
ND9980,Continuing Educ Spec Student,UGRD,,UNC,58,MAJ,I
NDCOB,COB-Nondegree for Minors,UGRD,NONDEGRE,COB,0,MAJ,A
BA5232,English Creative Writing,UGRD,BA,A&S,8,MAJ,A
